depmap_column_name	gene_symbol	ncbi_entrez_id
SLC38A7 (55238)	SLC38A7	55238
SLC38A8 (146167)	SLC38A8	146167
SLC38A9 (153129)	SLC38A9	153129
SLC39A1 (27173)	SLC39A1	27173
SLC39A10 (57181)	SLC39A10	57181
SLC39A11 (201266)	SLC39A11	201266
SLC39A12 (221074)	SLC39A12	221074
SLC39A13 (91252)	SLC39A13	91252
SLC39A14 (23516)	SLC39A14	23516
SLC39A2 (29986)	SLC39A2	29986
SLC39A3 (29985)	SLC39A3	29985
SLC39A4 (55630)	SLC39A4	55630
SLC39A5 (283375)	SLC39A5	283375
SLC39A6 (25800)	SLC39A6	25800
SLC39A7 (7922)	SLC39A7	7922
SLC39A8 (64116)	SLC39A8	64116
SLC39A9 (55334)	SLC39A9	55334
SLC3A1 (6519)	SLC3A1	6519
SLC3A2 (6520)	SLC3A2	6520
SLC40A1 (30061)	SLC40A1	30061
SLC41A1 (254428)	SLC41A1	254428
SLC41A2 (84102)	SLC41A2	84102
SLC41A3 (54946)	SLC41A3	54946
SLC43A1 (8501)	SLC43A1	8501
SLC43A2 (124935)	SLC43A2	124935
SLC43A3 (29015)	SLC43A3	29015
SLC44A1 (23446)	SLC44A1	23446
SLC44A2 (57153)	SLC44A2	57153
SLC44A3 (126969)	SLC44A3	126969
SLC44A4 (80736)	SLC44A4	80736
SLC44A5 (204962)	SLC44A5	204962
SLC45A1 (50651)	SLC45A1	50651
SLC45A2 (51151)	SLC45A2	51151
SLC45A3 (85414)	SLC45A3	85414
SLC45A4 (57210)	SLC45A4	57210
SLC46A2 (57864)	SLC46A2	57864
SLC46A3 (283537)	SLC46A3	283537
SLC47A1 (55244)	SLC47A1	55244
SLC47A2 (146802)	SLC47A2	146802
SLC48A1 (55652)	SLC48A1	55652
SLC49A3 (84179)	SLC49A3	84179
SLC49A4 (84925)	SLC49A4	84925
SLC4A1 (6521)	SLC4A1	6521
SLC4A10 (57282)	SLC4A10	57282
SLC4A11 (83959)	SLC4A11	83959
SLC4A1AP (22950)	SLC4A1AP	22950
SLC4A2 (6522)	SLC4A2	6522
SLC4A3 (6508)	SLC4A3	6508
SLC4A4 (8671)	SLC4A4	8671
SLC4A5 (57835)	SLC4A5	57835
SLC4A7 (9497)	SLC4A7	9497
SLC4A8 (9498)	SLC4A8	9498
SLC4A9 (83697)	SLC4A9	83697
SLC50A1 (55974)	SLC50A1	55974
SLC51A (200931)	SLC51A	200931
SLC51B (123264)	SLC51B	123264
SLC52A1 (55065)	SLC52A1	55065
SLC52A2 (79581)	SLC52A2	79581
SLC52A3 (113278)	SLC52A3	113278
SLC5A1 (6523)	SLC5A1	6523
SLC5A10 (125206)	SLC5A10	125206
SLC5A11 (115584)	SLC5A11	115584
SLC5A12 (159963)	SLC5A12	159963
SLC5A2 (6524)	SLC5A2	6524
SLC5A3 (6526)	SLC5A3	6526
SLC5A4 (6527)	SLC5A4	6527
SLC5A5 (6528)	SLC5A5	6528
SLC5A6 (8884)	SLC5A6	8884
SLC5A7 (60482)	SLC5A7	60482
SLC5A8 (160728)	SLC5A8	160728
SLC5A9 (200010)	SLC5A9	200010
SLC66A1 (54896)	SLC66A1	54896
SLC66A1L (152078)	SLC66A1L	152078
SLC66A2 (80148)	SLC66A2	80148
SLC66A3 (130814)	SLC66A3	130814
SLC6A1 (6529)	SLC6A1	6529
SLC6A11 (6538)	SLC6A11	6538
SLC6A12 (6539)	SLC6A12	6539
SLC6A13 (6540)	SLC6A13	6540
SLC6A14 (11254)	SLC6A14	11254
SLC6A15 (55117)	SLC6A15	55117
SLC6A16 (28968)	SLC6A16	28968
SLC6A17 (388662)	SLC6A17	388662
SLC6A18 (348932)	SLC6A18	348932
SLC6A19 (340024)	SLC6A19	340024
SLC6A2 (6530)	SLC6A2	6530
SLC6A20 (54716)	SLC6A20	54716
SLC6A3 (6531)	SLC6A3	6531
SLC6A4 (6532)	SLC6A4	6532
SLC6A5 (9152)	SLC6A5	9152
SLC6A6 (6533)	SLC6A6	6533
SLC6A7 (6534)	SLC6A7	6534
SLC6A8 (6535)	SLC6A8	6535
SLC6A9 (6536)	SLC6A9	6536
SLC7A1 (6541)	SLC7A1	6541
SLC7A10 (56301)	SLC7A10	56301
SLC7A11 (23657)	SLC7A11	23657
SLC7A13 (157724)	SLC7A13	157724
SLC7A14 (57709)	SLC7A14	57709
SLC7A2 (6542)	SLC7A2	6542
SLC7A3 (84889)	SLC7A3	84889
SLC7A4 (6545)	SLC7A4	6545
SLC7A5 (8140)	SLC7A5	8140
SLC7A6 (9057)	SLC7A6	9057
SLC7A6OS (84138)	SLC7A6OS	84138
SLC7A7 (9056)	SLC7A7	9056
SLC7A8 (23428)	SLC7A8	23428
SLC7A9 (11136)	SLC7A9	11136
SLC8A1 (6546)	SLC8A1	6546
SLC8A2 (6543)	SLC8A2	6543
SLC8A3 (6547)	SLC8A3	6547
SLC8B1 (80024)	SLC8B1	80024
SLC9A1 (6548)	SLC9A1	6548
SLC9A2 (6549)	SLC9A2	6549
SLC9A3 (6550)	SLC9A3	6550
SLC9A3R1 (9368)	SLC9A3R1	9368
SLC9A3R2 (9351)	SLC9A3R2	9351
SLC9A4 (389015)	SLC9A4	389015
SLC9A5 (6553)	SLC9A5	6553
SLC9A6 (10479)	SLC9A6	10479
SLC9A7 (84679)	SLC9A7	84679
SLC9A8 (23315)	SLC9A8	23315
SLC9A9 (285195)	SLC9A9	285195
SLC9B1 (150159)	SLC9B1	150159
SLC9B2 (133308)	SLC9B2	133308
SLC9C1 (285335)	SLC9C1	285335
SLC9C2 (284525)	SLC9C2	284525
SLCO1A2 (6579)	SLCO1A2	6579
SLCO1B1 (10599)	SLCO1B1	10599
SLCO1B3 (28234)	SLCO1B3	28234
SLCO1B7 (338821)	SLCO1B7	338821
SLCO1C1 (53919)	SLCO1C1	53919
SLCO2A1 (6578)	SLCO2A1	6578
SLCO2B1 (11309)	SLCO2B1	11309
SLCO3A1 (28232)	SLCO3A1	28232
SLCO4A1 (28231)	SLCO4A1	28231
SLCO4C1 (353189)	SLCO4C1	353189
SLCO5A1 (81796)	SLCO5A1	81796
SLCO6A1 (133482)	SLCO6A1	133482
SLF1 (84250)	SLF1	84250
SLF2 (55719)	SLF2	55719
SLFN11 (91607)	SLFN11	91607
SLFN12 (55106)	SLFN12	55106
SLFN12L (100506736)	SLFN12L	100506736
SLFN13 (146857)	SLFN13	146857
SLFN14 (342618)	SLFN14	342618
SLFN5 (162394)	SLFN5	162394
SLFNL1 (200172)	SLFNL1	200172
SLIRP (81892)	SLIRP	81892
SLIT1 (6585)	SLIT1	6585
SLIT2 (9353)	SLIT2	9353
SLIT3 (6586)	SLIT3	6586
SLITRK1 (114798)	SLITRK1	114798
SLITRK2 (84631)	SLITRK2	84631
SLITRK3 (22865)	SLITRK3	22865
SLITRK4 (139065)	SLITRK4	139065
SLITRK5 (26050)	SLITRK5	26050
SLITRK6 (84189)	SLITRK6	84189
SLK (9748)	SLK	9748
SLMAP (7871)	SLMAP	7871
SLPI (6590)	SLPI	6590
SLTM (79811)	SLTM	79811
SLU7 (10569)	SLU7	10569
SLURP1 (57152)	SLURP1	57152
SLURP2 (432355)	SLURP2	432355
SLX4 (84464)	SLX4	84464
SLX4IP (128710)	SLX4IP	128710
SLX9 (85395)	SLX9	85395
SMAD1 (4086)	SMAD1	4086
SMAD2 (4087)	SMAD2	4087
SMAD3 (4088)	SMAD3	4088
SMAD4 (4089)	SMAD4	4089
SMAD6 (4091)	SMAD6	4091
SMAD7 (4092)	SMAD7	4092
SMAD9 (4093)	SMAD9	4093
SMAGP (57228)	SMAGP	57228
SMAP1 (60682)	SMAP1	60682
SMAP2 (64744)	SMAP2	64744
SMARCA1 (6594)	SMARCA1	6594
SMARCA2 (6595)	SMARCA2	6595
SMARCA4 (6597)	SMARCA4	6597
SMARCA5 (8467)	SMARCA5	8467
SMARCAD1 (56916)	SMARCAD1	56916
SMARCAL1 (50485)	SMARCAL1	50485
SMARCB1 (6598)	SMARCB1	6598
SMARCC1 (6599)	SMARCC1	6599
SMARCC2 (6601)	SMARCC2	6601
SMARCD1 (6602)	SMARCD1	6602
SMARCD2 (6603)	SMARCD2	6603
SMARCD3 (6604)	SMARCD3	6604
SMARCE1 (6605)	SMARCE1	6605
SMC1A (8243)	SMC1A	8243
SMC1B (27127)	SMC1B	27127
SMC2 (10592)	SMC2	10592
SMC3 (9126)	SMC3	9126
SMC4 (10051)	SMC4	10051
SMC5 (23137)	SMC5	23137
SMC6 (79677)	SMC6	79677
SMCHD1 (23347)	SMCHD1	23347
SMCO1 (255798)	SMCO1	255798
SMCO2 (341346)	SMCO2	341346
SMCO3 (440087)	SMCO3	440087
SMCO4 (56935)	SMCO4	56935
SMCP (4184)	SMCP	4184
SMCR8 (140775)	SMCR8	140775
SMDT1 (91689)	SMDT1	91689
SMG1 (23049)	SMG1	23049
SMG5 (23381)	SMG5	23381
SMG6 (23293)	SMG6	23293
SMG7 (9887)	SMG7	9887
SMG8 (55181)	SMG8	55181
SMG9 (56006)	SMG9	56006
SMIM1 (388588)	SMIM1	388588
SMIM10 (644538)	SMIM10	644538
SMIM12 (113444)	SMIM12	113444
SMIM13 (221710)	SMIM13	221710
SMIM14 (201895)	SMIM14	201895
SMIM15 (643155)	SMIM15	643155
SMIM17 (147670)	SMIM17	147670
SMIM18 (100507341)	SMIM18	100507341
SMIM19 (114926)	SMIM19	114926
SMIM2 (79024)	SMIM2	79024
SMIM20 (389203)	SMIM20	389203
SMIM21 (284274)	SMIM21	284274
SMIM22 (440335)	SMIM22	440335
SMIM24 (284422)	SMIM24	284422
SMIM29 (221491)	SMIM29	221491
SMIM3 (85027)	SMIM3	85027
SMIM4 (440957)	SMIM4	440957
SMIM43 (132332)	SMIM43	132332
SMIM5 (643008)	SMIM5	643008
SMIM6 (100130933)	SMIM6	100130933
SMIM7 (79086)	SMIM7	79086
SMIM8 (57150)	SMIM8	57150
SMIM9 (100132963)	SMIM9	100132963
SMKR1 (100287482)	SMKR1	100287482
SMLR1 (100507203)	SMLR1	100507203
SMNDC1 (10285)	SMNDC1	10285
SMO (6608)	SMO	6608
SMOC1 (64093)	SMOC1	64093
SMOC2 (64094)	SMOC2	64094
SMOX (54498)	SMOX	54498
SMPD1 (6609)	SMPD1	6609
SMPD2 (6610)	SMPD2	6610
SMPD3 (55512)	SMPD3	55512
SMPD4 (55627)	SMPD4	55627
SMPDL3A (10924)	SMPDL3A	10924
SMPDL3B (27293)	SMPDL3B	27293
SMPX (23676)	SMPX	23676
SMR3A (26952)	SMR3A	26952
SMR3B (10879)	SMR3B	10879
SMS (6611)	SMS	6611
SMTN (6525)	SMTN	6525
SMTNL2 (342527)	SMTNL2	342527
SMU1 (55234)	SMU1	55234
SMUG1 (23583)	SMUG1	23583
SMURF1 (57154)	SMURF1	57154
SMURF2 (64750)	SMURF2	64750
SMYD1 (150572)	SMYD1	150572
SMYD2 (56950)	SMYD2	56950
SMYD3 (64754)	SMYD3	64754
SMYD4 (114826)	SMYD4	114826
SMYD5 (10322)	SMYD5	10322
SNAI1 (6615)	SNAI1	6615
SNAI2 (6591)	SNAI2	6591
SNAI3 (333929)	SNAI3	333929
SNAP23 (8773)	SNAP23	8773
SNAP25 (6616)	SNAP25	6616
SNAP29 (9342)	SNAP29	9342
SNAP47 (116841)	SNAP47	116841
SNAP91 (9892)	SNAP91	9892
SNAPC1 (6617)	SNAPC1	6617
SNAPC2 (6618)	SNAPC2	6618
SNAPC3 (6619)	SNAPC3	6619
SNAPC4 (6621)	SNAPC4	6621
SNAPC5 (10302)	SNAPC5	10302
SNAPIN (23557)	SNAPIN	23557
SNCA (6622)	SNCA	6622
SNCAIP (9627)	SNCAIP	9627
SNCB (6620)	SNCB	6620
SNCG (6623)	SNCG	6623
SND1 (27044)	SND1	27044
SNED1 (25992)	SNED1	25992
SNF8 (11267)	SNF8	11267
SNHG32 (50854)	SNHG32	50854
SNIP1 (79753)	SNIP1	79753
SNN (8303)	SNN	8303
SNORC (389084)	SNORC	389084
SNPH (9751)	SNPH	9751
SNRK (54861)	SNRK	54861
SNRNP200 (23020)	SNRNP200	23020
SNRNP25 (79622)	SNRNP25	79622
SNRNP27 (11017)	SNRNP27	11017
SNRNP35 (11066)	SNRNP35	11066
SNRNP40 (9410)	SNRNP40	9410
SNRNP48 (154007)	SNRNP48	154007
SNRNP70 (6625)	SNRNP70	6625
SNRPA (6626)	SNRPA	6626
SNRPA1 (6627)	SNRPA1	6627
SNRPB (6628)	SNRPB	6628
SNRPB2 (6629)	SNRPB2	6629
SNRPC (6631)	SNRPC	6631
SNRPD1 (6632)	SNRPD1	6632
SNRPD2 (6633)	SNRPD2	6633
SNRPF (6636)	SNRPF	6636
SNRPN (6638)	SNRPN	6638
SNTA1 (6640)	SNTA1	6640
SNTB1 (6641)	SNTB1	6641
SNTB2 (6645)	SNTB2	6645
SNTG1 (54212)	SNTG1	54212
SNTG2 (54221)	SNTG2	54221
SNTN (132203)	SNTN	132203
SNU13 (4809)	SNU13	4809
SNUPN (10073)	SNUPN	10073
SNURF (8926)	SNURF	8926
SNW1 (22938)	SNW1	22938
SNX1 (6642)	SNX1	6642
SNX10 (29887)	SNX10	29887
SNX11 (29916)	SNX11	29916
SNX12 (29934)	SNX12	29934
SNX13 (23161)	SNX13	23161
SNX14 (57231)	SNX14	57231
SNX15 (29907)	SNX15	29907
SNX16 (64089)	SNX16	64089
SNX17 (9784)	SNX17	9784
SNX18 (112574)	SNX18	112574
SNX19 (399979)	SNX19	399979
SNX2 (6643)	SNX2	6643
SNX20 (124460)	SNX20	124460
SNX21 (90203)	SNX21	90203
SNX22 (79856)	SNX22	79856
SNX24 (28966)	SNX24	28966
SNX25 (83891)	SNX25	83891
SNX27 (81609)	SNX27	81609
SNX29 (92017)	SNX29	92017
SNX3 (8724)	SNX3	8724
SNX30 (401548)	SNX30	401548
SNX31 (169166)	SNX31	169166
SNX32 (254122)	SNX32	254122
SNX33 (257364)	SNX33	257364
SNX4 (8723)	SNX4	8723
SNX5 (27131)	SNX5	27131
SNX6 (58533)	SNX6	58533
SNX7 (51375)	SNX7	51375
SNX8 (29886)	SNX8	29886
SNX9 (51429)	SNX9	51429
SOAT1 (6646)	SOAT1	6646
SOAT2 (8435)	SOAT2	8435
SOBP (55084)	SOBP	55084
SOCS1 (8651)	SOCS1	8651
SOCS2 (8835)	SOCS2	8835
SOCS3 (9021)	SOCS3	9021
SOCS4 (122809)	SOCS4	122809
SOCS5 (9655)	SOCS5	9655
SOCS6 (9306)	SOCS6	9306
SOCS7 (30837)	SOCS7	30837
SOD1 (6647)	SOD1	6647
SOD2 (6648)	SOD2	6648
SOD3 (6649)	SOD3	6649
SOGA1 (140710)	SOGA1	140710
SOGA3 (387104)	SOGA3	387104
SOHLH1 (402381)	SOHLH1	402381
SOHLH2 (54937)	SOHLH2	54937
SON (6651)	SON	6651
SORBS1 (10580)	SORBS1	10580
SORBS2 (8470)	SORBS2	8470
SORBS3 (10174)	SORBS3	10174
SORCS1 (114815)	SORCS1	114815
SORCS2 (57537)	SORCS2	57537
SORCS3 (22986)	SORCS3	22986
SORD (6652)	SORD	6652
SORL1 (6653)	SORL1	6653
SORT1 (6272)	SORT1	6272
SOS1 (6654)	SOS1	6654
SOS2 (6655)	SOS2	6655
SOST (50964)	SOST	50964
SOSTDC1 (25928)	SOSTDC1	25928
SOWAHA (134548)	SOWAHA	134548
SOWAHB (345079)	SOWAHB	345079
SOWAHC (65124)	SOWAHC	65124
SOWAHD (347454)	SOWAHD	347454
SOX1 (6656)	SOX1	6656
SOX10 (6663)	SOX10	6663
SOX11 (6664)	SOX11	6664
SOX12 (6666)	SOX12	6666
SOX13 (9580)	SOX13	9580
SOX14 (8403)	SOX14	8403
SOX15 (6665)	SOX15	6665
SOX17 (64321)	SOX17	64321
SOX18 (54345)	SOX18	54345
SOX2 (6657)	SOX2	6657
SOX21 (11166)	SOX21	11166
SOX3 (6658)	SOX3	6658
SOX30 (11063)	SOX30	11063
SOX4 (6659)	SOX4	6659
SOX5 (6660)	SOX5	6660
SOX6 (55553)	SOX6	55553
SOX7 (83595)	SOX7	83595
SOX8 (30812)	SOX8	30812
SOX9 (6662)	SOX9	6662
SP1 (6667)	SP1	6667
SP100 (6672)	SP100	6672
SP110 (3431)	SP110	3431
SP140 (11262)	SP140	11262
SP140L (93349)	SP140L	93349
SP2 (6668)	SP2	6668
SP3 (6670)	SP3	6670
SP4 (6671)	SP4	6671
SP5 (389058)	SP5	389058
SP6 (80320)	SP6	80320
SP7 (121340)	SP7	121340
SP8 (221833)	SP8	221833
SP9 (100131390)	SP9	100131390
SPA17 (53340)	SPA17	53340
SPACA1 (81833)	SPACA1	81833
SPACA3 (124912)	SPACA3	124912
SPACA4 (171169)	SPACA4	171169
SPACA7 (122258)	SPACA7	122258
SPACA9 (11092)	SPACA9	11092
SPAG1 (6674)	SPAG1	6674
SPAG16 (79582)	SPAG16	79582
SPAG17 (200162)	SPAG17	200162
SPAG4 (6676)	SPAG4	6676
SPAG5 (10615)	SPAG5	10615
SPAG6 (9576)	SPAG6	9576
SPAG7 (9552)	SPAG7	9552
SPAG8 (26206)	SPAG8	26206
SPAG9 (9043)	SPAG9	9043
SPAM1 (6677)	SPAM1	6677
SPANXN2 (494119)	SPANXN2	494119
SPANXN3 (139067)	SPANXN3	139067
SPANXN4 (441525)	SPANXN4	441525
SPARC (6678)	SPARC	6678
SPARCL1 (8404)	SPARCL1	8404
SPART (23111)	SPART	23111
SPAST (6683)	SPAST	6683
SPATA12 (353324)	SPATA12	353324
SPATA13 (221178)	SPATA13	221178
SPATA16 (83893)	SPATA16	83893
SPATA17 (128153)	SPATA17	128153
SPATA18 (132671)	SPATA18	132671
SPATA19 (219938)	SPATA19	219938
SPATA2 (9825)	SPATA2	9825
SPATA20 (64847)	SPATA20	64847
SPATA21 (374955)	SPATA21	374955
SPATA22 (84690)	SPATA22	84690
SPATA24 (202051)	SPATA24	202051
SPATA25 (128497)	SPATA25	128497
SPATA2L (124044)	SPATA2L	124044
SPATA3 (130560)	SPATA3	130560
SPATA31D1 (389763)	SPATA31D1	389763
SPATA31E1 (286234)	SPATA31E1	286234
SPATA32 (124783)	SPATA32	124783
SPATA33 (124045)	SPATA33	124045
SPATA4 (132851)	SPATA4	132851
SPATA45 (149643)	SPATA45	149643
SPATA46 (284680)	SPATA46	284680
SPATA48 (100130988)	SPATA48	100130988
SPATA5 (166378)	SPATA5	166378
SPATA5L1 (79029)	SPATA5L1	79029
SPATA6 (54558)	SPATA6	54558
SPATA6L (55064)	SPATA6L	55064
SPATA7 (55812)	SPATA7	55812
SPATA8 (145946)	SPATA8	145946
SPATA9 (83890)	SPATA9	83890
SPATC1 (375686)	SPATC1	375686
SPATC1L (84221)	SPATC1L	84221
SPATS1 (221409)	SPATS1	221409
SPATS2 (65244)	SPATS2	65244
SPATS2L (26010)	SPATS2L	26010
SPC24 (147841)	SPC24	147841
SPC25 (57405)	SPC25	57405
SPCS1 (28972)	SPCS1	28972
SPCS2 (9789)	SPCS2	9789
SPCS3 (60559)	SPCS3	60559
SPDEF (25803)	SPDEF	25803
SPDL1 (54908)	SPDL1	54908
SPDYA (245711)	SPDYA	245711
SPDYC (387778)	SPDYC	387778
SPDYE1 (285955)	SPDYE1	285955
SPDYE4 (388333)	SPDYE4	388333
SPECC1 (92521)	SPECC1	92521
SPECC1L (23384)	SPECC1L	23384
SPEF1 (25876)	SPEF1	25876
SPEF2 (79925)	SPEF2	79925
SPEG (10290)	SPEG	10290
SPEM1 (374768)	SPEM1	374768
SPEM2 (201243)	SPEM2	201243
SPEN (23013)	SPEN	23013
SPESP1 (246777)	SPESP1	246777
SPG11 (80208)	SPG11	80208
SPG21 (51324)	SPG21	51324
SPG7 (6687)	SPG7	6687
SPHK1 (8877)	SPHK1	8877
SPHK2 (56848)	SPHK2	56848
SPHKAP (80309)	SPHKAP	80309
SPI1 (6688)	SPI1	6688
SPIB (6689)	SPIB	6689
SPIC (121599)	SPIC	121599
SPICE1 (152185)	SPICE1	152185
SPIDR (23514)	SPIDR	23514
SPIN1 (10927)	SPIN1	10927
SPIN3 (169981)	SPIN3	169981
SPIN4 (139886)	SPIN4	139886
SPINDOC (144097)	SPINDOC	144097
SPINK1 (6690)	SPINK1	6690
SPINK13 (153218)	SPINK13	153218
SPINK14 (408187)	SPINK14	408187
SPINK2 (6691)	SPINK2	6691
SPINK4 (27290)	SPINK4	27290
SPINK5 (11005)	SPINK5	11005
SPINK6 (404203)	SPINK6	404203
SPINK7 (84651)	SPINK7	84651
SPINK8 (646424)	SPINK8	646424
SPINK9 (643394)	SPINK9	643394
SPINT1 (6692)	SPINT1	6692
SPINT2 (10653)	SPINT2	10653
SPINT3 (10816)	SPINT3	10816
SPINT4 (391253)	SPINT4	391253
SPIRE1 (56907)	SPIRE1	56907
SPIRE2 (84501)	SPIRE2	84501
SPN (6693)	SPN	6693
SPNS1 (83985)	SPNS1	83985
SPNS2 (124976)	SPNS2	124976
SPNS3 (201305)	SPNS3	201305
SPO11 (23626)	SPO11	23626
SPOCD1 (90853)	SPOCD1	90853
SPOCK1 (6695)	SPOCK1	6695
SPOCK2 (9806)	SPOCK2	9806
SPOCK3 (50859)	SPOCK3	50859
SPON2 (10417)	SPON2	10417
SPOP (8405)	SPOP	8405
SPOPL (339745)	SPOPL	339745
SPOUT1 (51490)	SPOUT1	51490
SPP1 (6696)	SPP1	6696
SPP2 (6694)	SPP2	6694
SPPL2A (84888)	SPPL2A	84888
SPPL2C (162540)	SPPL2C	162540
SPPL3 (121665)	SPPL3	121665
SPR (6697)	SPR	6697
SPRED1 (161742)	SPRED1	161742
SPRED2 (200734)	SPRED2	200734
SPRED3 (399473)	SPRED3	399473
SPRING1 (79794)	SPRING1	79794
SPRN (503542)	SPRN	503542
SPRR1A (6698)	SPRR1A	6698
SPRR1B (6699)	SPRR1B	6699
SPRR2G (6706)	SPRR2G	6706
SPRR3 (6707)	SPRR3	6707
SPRR4 (163778)	SPRR4	163778
SPRTN (83932)	SPRTN	83932
SPRY1 (10252)	SPRY1	10252
SPRY2 (10253)	SPRY2	10253
SPRY3 (10251)	SPRY3	10251
SPRY4 (81848)	SPRY4	81848
SPRYD3 (84926)	SPRYD3	84926
SPRYD4 (283377)	SPRYD4	283377
SPRYD7 (57213)	SPRYD7	57213
SPSB1 (80176)	SPSB1	80176
SPSB2 (84727)	SPSB2	84727
SPSB3 (90864)	SPSB3	90864
SPSB4 (92369)	SPSB4	92369
SPTA1 (6708)	SPTA1	6708
SPTAN1 (6709)	SPTAN1	6709
SPTB (6710)	SPTB	6710
SPTBN1 (6711)	SPTBN1	6711
SPTBN2 (6712)	SPTBN2	6712
SPTBN4 (57731)	SPTBN4	57731
SPTBN5 (51332)	SPTBN5	51332
SPTLC1 (10558)	SPTLC1	10558
SPTLC2 (9517)	SPTLC2	9517
SPTLC3 (55304)	SPTLC3	55304
SPTSSA (171546)	SPTSSA	171546
SPTSSB (165679)	SPTSSB	165679
SPTY2D1 (144108)	SPTY2D1	144108
SPX (80763)	SPX	80763
SPZ1 (84654)	SPZ1	84654
SQLE (6713)	SQLE	6713
SQOR (58472)	SQOR	58472
SQSTM1 (8878)	SQSTM1	8878
SRA1 (10011)	SRA1	10011
SRARP (149563)	SRARP	149563
SRBD1 (55133)	SRBD1	55133
SRC (6714)	SRC	6714
SRCAP (10847)	SRCAP	10847
SRCIN1 (80725)	SRCIN1	80725
SRD5A1 (6715)	SRD5A1	6715
SRD5A3 (79644)	SRD5A3	79644
SREBF1 (6720)	SREBF1	6720
SREBF2 (6721)	SREBF2	6721
SREK1 (140890)	SREK1	140890
SREK1IP1 (285672)	SREK1IP1	285672
SRF (6722)	SRF	6722
SRFBP1 (153443)	SRFBP1	153443
SRGAP1 (57522)	SRGAP1	57522
SRGAP3 (9901)	SRGAP3	9901
SRGN (5552)	SRGN	5552
SRI (6717)	SRI	6717
SRL (6345)	SRL	6345
SRM (6723)	SRM	6723
SRMS (6725)	SRMS	6725
SRP14 (6727)	SRP14	6727
SRP19 (6728)	SRP19	6728
SRP54 (6729)	SRP54	6729
SRP68 (6730)	SRP68	6730
SRP72 (6731)	SRP72	6731
SRP9 (6726)	SRP9	6726
SRPK1 (6732)	SRPK1	6732
SRPK2 (6733)	SRPK2	6733
SRPK3 (26576)	SRPK3	26576
SRPRA (6734)	SRPRA	6734
SRPRB (58477)	SRPRB	58477
SRPX (8406)	SRPX	8406
SRPX2 (27286)	SRPX2	27286
SRR (63826)	SRR	63826
SRRD (402055)	SRRD	402055
SRRM1 (10250)	SRRM1	10250
SRRM2 (23524)	SRRM2	23524
SRRM4 (84530)	SRRM4	84530
SRRM5 (100170229)	SRRM5	100170229
SRRT (51593)	SRRT	51593
SRSF1 (6426)	SRSF1	6426
SRSF10 (10772)	SRSF10	10772
SRSF11 (9295)	SRSF11	9295
SRSF12 (135295)	SRSF12	135295
SRSF2 (6427)	SRSF2	6427
SRSF3 (6428)	SRSF3	6428
SRSF4 (6429)	SRSF4	6429
SRSF5 (6430)	SRSF5	6430
SRSF6 (6431)	SRSF6	6431
SRSF7 (6432)	SRSF7	6432
SRSF9 (8683)	SRSF9	8683
SRXN1 (140809)	SRXN1	140809
SS18 (6760)	SS18	6760
SS18L1 (26039)	SS18L1	26039
SS18L2 (51188)	SS18L2	51188
SSB (6741)	SSB	6741
SSBP1 (6742)	SSBP1	6742
SSBP2 (23635)	SSBP2	23635
SSBP3 (23648)	SSBP3	23648
SSBP4 (170463)	SSBP4	170463
SSC4D (136853)	SSC4D	136853
SSC5D (284297)	SSC5D	284297
SSH1 (54434)	SSH1	54434
SSH2 (85464)	SSH2	85464
SSH3 (54961)	SSH3	54961
SSMEM1 (136263)	SSMEM1	136263
SSNA1 (8636)	SSNA1	8636
SSPN (8082)	SSPN	8082
SSR1 (6745)	SSR1	6745
SSR2 (6746)	SSR2	6746
SSR3 (6747)	SSR3	6747
SSR4 (6748)	SSR4	6748
SSRP1 (6749)	SSRP1	6749
SST (6750)	SST	6750
SSTR1 (6751)	SSTR1	6751
SSTR2 (6752)	SSTR2	6752
SSTR3 (6753)	SSTR3	6753
SSTR4 (6754)	SSTR4	6754
SSTR5 (6755)	SSTR5	6755
SSU72 (29101)	SSU72	29101
SSUH2 (51066)	SSUH2	51066
SSX1 (6756)	SSX1	6756
SSX2IP (117178)	SSX2IP	117178
SSX3 (10214)	SSX3	10214
SSX5 (6758)	SSX5	6758
SSX7 (280658)	SSX7	280658
ST13 (6767)	ST13	6767
ST14 (6768)	ST14	6768
ST18 (9705)	ST18	9705
ST20 (400410)	ST20	400410
ST3GAL1 (6482)	ST3GAL1	6482
ST3GAL2 (6483)	ST3GAL2	6483
ST3GAL3 (6487)	ST3GAL3	6487
ST3GAL4 (6484)	ST3GAL4	6484
ST3GAL5 (8869)	ST3GAL5	8869
ST3GAL6 (10402)	ST3GAL6	10402
ST6GAL1 (6480)	ST6GAL1	6480
ST6GAL2 (84620)	ST6GAL2	84620
ST6GALNAC1 (55808)	ST6GALNAC1	55808
ST6GALNAC2 (10610)	ST6GALNAC2	10610
ST6GALNAC3 (256435)	ST6GALNAC3	256435
ST6GALNAC4 (27090)	ST6GALNAC4	27090
ST6GALNAC5 (81849)	ST6GALNAC5	81849
ST6GALNAC6 (30815)	ST6GALNAC6	30815
ST7 (7982)	ST7	7982
ST7L (54879)	ST7L	54879
ST8SIA1 (6489)	ST8SIA1	6489
ST8SIA2 (8128)	ST8SIA2	8128
ST8SIA3 (51046)	ST8SIA3	51046
ST8SIA4 (7903)	ST8SIA4	7903
ST8SIA5 (29906)	ST8SIA5	29906
