depmap_column_name	gene_symbol	ncbi_entrez_id
ANKRD62 (342850)	ANKRD62	342850
ANKRD65 (441869)	ANKRD65	441869
ANKRD66 (100287718)	ANKRD66	100287718
ANKRD7 (56311)	ANKRD7	56311
ANKRD9 (122416)	ANKRD9	122416
ANKS1A (23294)	ANKS1A	23294
ANKS3 (124401)	ANKS3	124401
ANKS4B (257629)	ANKS4B	257629
ANKS6 (203286)	ANKS6	203286
ANKZF1 (55139)	ANKZF1	55139
ANLN (54443)	ANLN	54443
ANO1 (55107)	ANO1	55107
ANO10 (55129)	ANO10	55129
ANO3 (63982)	ANO3	63982
ANO4 (121601)	ANO4	121601
ANO5 (203859)	ANO5	203859
ANO6 (196527)	ANO6	196527
ANO7 (50636)	ANO7	50636
ANO8 (57719)	ANO8	57719
ANO9 (338440)	ANO9	338440
ANOS1 (3730)	ANOS1	3730
ANP32A (8125)	ANP32A	8125
ANP32B (10541)	ANP32B	10541
ANP32D (23519)	ANP32D	23519
ANP32E (81611)	ANP32E	81611
ANPEP (290)	ANPEP	290
ANTKMT (65990)	ANTKMT	65990
ANTXR1 (84168)	ANTXR1	84168
ANTXR2 (118429)	ANTXR2	118429
ANTXRL (195977)	ANTXRL	195977
ANXA1 (301)	ANXA1	301
ANXA10 (11199)	ANXA10	11199
ANXA11 (311)	ANXA11	311
ANXA13 (312)	ANXA13	312
ANXA2 (302)	ANXA2	302
ANXA2R (389289)	ANXA2R	389289
ANXA3 (306)	ANXA3	306
ANXA4 (307)	ANXA4	307
ANXA5 (308)	ANXA5	308
ANXA6 (309)	ANXA6	309
ANXA7 (310)	ANXA7	310
ANXA9 (8416)	ANXA9	8416
AOAH (313)	AOAH	313
AOC1 (26)	AOC1	26
AOC2 (314)	AOC2	314
AOC3 (8639)	AOC3	8639
AOPEP (84909)	AOPEP	84909
AOX1 (316)	AOX1	316
AP1AR (55435)	AP1AR	55435
AP1B1 (162)	AP1B1	162
AP1G1 (164)	AP1G1	164
AP1G2 (8906)	AP1G2	8906
AP1M1 (8907)	AP1M1	8907
AP1M2 (10053)	AP1M2	10053
AP1S1 (1174)	AP1S1	1174
AP1S2 (8905)	AP1S2	8905
AP1S3 (130340)	AP1S3	130340
AP2A1 (160)	AP2A1	160
AP2A2 (161)	AP2A2	161
AP2B1 (163)	AP2B1	163
AP2M1 (1173)	AP2M1	1173
AP2S1 (1175)	AP2S1	1175
AP3B1 (8546)	AP3B1	8546
AP3B2 (8120)	AP3B2	8120
AP3D1 (8943)	AP3D1	8943
AP3M1 (26985)	AP3M1	26985
AP3M2 (10947)	AP3M2	10947
AP3S1 (1176)	AP3S1	1176
AP3S2 (10239)	AP3S2	10239
AP4B1 (10717)	AP4B1	10717
AP4E1 (23431)	AP4E1	23431
AP4M1 (9179)	AP4M1	9179
AP4S1 (11154)	AP4S1	11154
AP5B1 (91056)	AP5B1	91056
AP5M1 (55745)	AP5M1	55745
AP5S1 (55317)	AP5S1	55317
AP5Z1 (9907)	AP5Z1	9907
APAF1 (317)	APAF1	317
APBA1 (320)	APBA1	320
APBA2 (321)	APBA2	321
APBA3 (9546)	APBA3	9546
APBB1 (322)	APBB1	322
APBB1IP (54518)	APBB1IP	54518
APBB2 (323)	APBB2	323
APBB3 (10307)	APBB3	10307
APC (324)	APC	324
APC2 (10297)	APC2	10297
APCDD1 (147495)	APCDD1	147495
APCDD1L (164284)	APCDD1L	164284
APCS (325)	APCS	325
APEH (327)	APEH	327
APEX1 (328)	APEX1	328
APEX2 (27301)	APEX2	27301
APH1A (51107)	APH1A	51107
APH1B (83464)	APH1B	83464
API5 (8539)	API5	8539
APIP (51074)	APIP	51074
APLF (200558)	APLF	200558
APLN (8862)	APLN	8862
APLNR (187)	APLNR	187
APLP1 (333)	APLP1	333
APLP2 (334)	APLP2	334
APMAP (57136)	APMAP	57136
APOA1 (335)	APOA1	335
APOA2 (336)	APOA2	336
APOA4 (337)	APOA4	337
APOA5 (116519)	APOA5	116519
APOB (338)	APOB	338
APOBEC1 (339)	APOBEC1	339
APOBEC2 (10930)	APOBEC2	10930
APOBEC3A (200315)	APOBEC3A	200315
APOBEC3B (9582)	APOBEC3B	9582
APOBEC3C (27350)	APOBEC3C	27350
APOBEC3D (140564)	APOBEC3D	140564
APOBEC3G (60489)	APOBEC3G	60489
APOBEC3H (164668)	APOBEC3H	164668
APOBEC4 (403314)	APOBEC4	403314
APOBR (55911)	APOBR	55911
APOC1 (341)	APOC1	341
APOC2 (344)	APOC2	344
APOC3 (345)	APOC3	345
APOC4 (346)	APOC4	346
APOD (347)	APOD	347
APOE (348)	APOE	348
APOF (319)	APOF	319
APOH (350)	APOH	350
APOL1 (8542)	APOL1	8542
APOL2 (23780)	APOL2	23780
APOL3 (80833)	APOL3	80833
APOL5 (80831)	APOL5	80831
APOL6 (80830)	APOL6	80830
APOLD1 (81575)	APOLD1	81575
APOM (55937)	APOM	55937
APOO (79135)	APOO	79135
APOOL (139322)	APOOL	139322
APP (351)	APP	351
APPBP2 (10513)	APPBP2	10513
APPL1 (26060)	APPL1	26060
APPL2 (55198)	APPL2	55198
APRT (353)	APRT	353
APTX (54840)	APTX	54840
AQP1 (358)	AQP1	358
AQP10 (89872)	AQP10	89872
AQP11 (282679)	AQP11	282679
AQP12B (653437)	AQP12B	653437
AQP2 (359)	AQP2	359
AQP3 (360)	AQP3	360
AQP4 (361)	AQP4	361
AQP5 (362)	AQP5	362
AQP6 (363)	AQP6	363
AQP7 (364)	AQP7	364
AQP8 (343)	AQP8	343
AQP9 (366)	AQP9	366
AQR (9716)	AQR	9716
AR (367)	AR	367
ARAF (369)	ARAF	369
ARAP1 (116985)	ARAP1	116985
ARAP2 (116984)	ARAP2	116984
ARAP3 (64411)	ARAP3	64411
ARC (23237)	ARC	23237
ARCN1 (372)	ARCN1	372
AREG (374)	AREG	374
AREL1 (9870)	AREL1	9870
ARF1 (375)	ARF1	375
ARF3 (377)	ARF3	377
ARF4 (378)	ARF4	378
ARF5 (381)	ARF5	381
ARF6 (382)	ARF6	382
ARFGAP1 (55738)	ARFGAP1	55738
ARFGAP2 (84364)	ARFGAP2	84364
ARFGAP3 (26286)	ARFGAP3	26286
ARFGEF1 (10565)	ARFGEF1	10565
ARFGEF2 (10564)	ARFGEF2	10564
ARFGEF3 (57221)	ARFGEF3	57221
ARFIP1 (27236)	ARFIP1	27236
ARFIP2 (23647)	ARFIP2	23647
ARFRP1 (10139)	ARFRP1	10139
ARG1 (383)	ARG1	383
ARG2 (384)	ARG2	384
ARGFX (503582)	ARGFX	503582
ARGLU1 (55082)	ARGLU1	55082
ARHGAP1 (392)	ARHGAP1	392
ARHGAP10 (79658)	ARHGAP10	79658
ARHGAP11A (9824)	ARHGAP11A	9824
ARHGAP12 (94134)	ARHGAP12	94134
ARHGAP15 (55843)	ARHGAP15	55843
ARHGAP17 (55114)	ARHGAP17	55114
ARHGAP18 (93663)	ARHGAP18	93663
ARHGAP19 (84986)	ARHGAP19	84986
ARHGAP20 (57569)	ARHGAP20	57569
ARHGAP21 (57584)	ARHGAP21	57584
ARHGAP22 (58504)	ARHGAP22	58504
ARHGAP23 (57636)	ARHGAP23	57636
ARHGAP24 (83478)	ARHGAP24	83478
ARHGAP25 (9938)	ARHGAP25	9938
ARHGAP26 (23092)	ARHGAP26	23092
ARHGAP27 (201176)	ARHGAP27	201176
ARHGAP28 (79822)	ARHGAP28	79822
ARHGAP29 (9411)	ARHGAP29	9411
ARHGAP30 (257106)	ARHGAP30	257106
ARHGAP31 (57514)	ARHGAP31	57514
ARHGAP32 (9743)	ARHGAP32	9743
ARHGAP33 (115703)	ARHGAP33	115703
ARHGAP35 (2909)	ARHGAP35	2909
ARHGAP36 (158763)	ARHGAP36	158763
ARHGAP39 (80728)	ARHGAP39	80728
ARHGAP4 (393)	ARHGAP4	393
ARHGAP44 (9912)	ARHGAP44	9912
ARHGAP45 (23526)	ARHGAP45	23526
ARHGAP5 (394)	ARHGAP5	394
ARHGAP6 (395)	ARHGAP6	395
ARHGAP8 (23779)	ARHGAP8	23779
ARHGAP9 (64333)	ARHGAP9	64333
ARHGDIA (396)	ARHGDIA	396
ARHGDIB (397)	ARHGDIB	397
ARHGDIG (398)	ARHGDIG	398
ARHGEF1 (9138)	ARHGEF1	9138
ARHGEF10 (9639)	ARHGEF10	9639
ARHGEF10L (55160)	ARHGEF10L	55160
ARHGEF11 (9826)	ARHGEF11	9826
ARHGEF12 (23365)	ARHGEF12	23365
ARHGEF15 (22899)	ARHGEF15	22899
ARHGEF16 (27237)	ARHGEF16	27237
ARHGEF17 (9828)	ARHGEF17	9828
ARHGEF18 (23370)	ARHGEF18	23370
ARHGEF19 (128272)	ARHGEF19	128272
ARHGEF2 (9181)	ARHGEF2	9181
ARHGEF25 (115557)	ARHGEF25	115557
ARHGEF26 (26084)	ARHGEF26	26084
ARHGEF28 (64283)	ARHGEF28	64283
ARHGEF3 (50650)	ARHGEF3	50650
ARHGEF33 (100271715)	ARHGEF33	100271715
ARHGEF37 (389337)	ARHGEF37	389337
ARHGEF38 (54848)	ARHGEF38	54848
ARHGEF39 (84904)	ARHGEF39	84904
ARHGEF4 (50649)	ARHGEF4	50649
ARHGEF40 (55701)	ARHGEF40	55701
ARHGEF5 (7984)	ARHGEF5	7984
ARHGEF6 (9459)	ARHGEF6	9459
ARHGEF7 (8874)	ARHGEF7	8874
ARHGEF9 (23229)	ARHGEF9	23229
ARID1A (8289)	ARID1A	8289
ARID1B (57492)	ARID1B	57492
ARID2 (196528)	ARID2	196528
ARID3A (1820)	ARID3A	1820
ARID3B (10620)	ARID3B	10620
ARID3C (138715)	ARID3C	138715
ARID4A (5926)	ARID4A	5926
ARID4B (51742)	ARID4B	51742
ARID5A (10865)	ARID5A	10865
ARID5B (84159)	ARID5B	84159
ARIH1 (25820)	ARIH1	25820
ARIH2 (10425)	ARIH2	10425
ARIH2OS (646450)	ARIH2OS	646450
ARL1 (400)	ARL1	400
ARL10 (285598)	ARL10	285598
ARL11 (115761)	ARL11	115761
ARL13A (392509)	ARL13A	392509
ARL13B (200894)	ARL13B	200894
ARL14 (80117)	ARL14	80117
ARL14EP (120534)	ARL14EP	120534
ARL14EPL (644100)	ARL14EPL	644100
ARL15 (54622)	ARL15	54622
ARL16 (339231)	ARL16	339231
ARL2 (402)	ARL2	402
ARL2BP (23568)	ARL2BP	23568
ARL3 (403)	ARL3	403
ARL4A (10124)	ARL4A	10124
ARL4C (10123)	ARL4C	10123
ARL4D (379)	ARL4D	379
ARL5A (26225)	ARL5A	26225
ARL5B (221079)	ARL5B	221079
ARL5C (390790)	ARL5C	390790
ARL6 (84100)	ARL6	84100
ARL6IP1 (23204)	ARL6IP1	23204
ARL6IP4 (51329)	ARL6IP4	51329
ARL6IP5 (10550)	ARL6IP5	10550
ARL6IP6 (151188)	ARL6IP6	151188
ARL8A (127829)	ARL8A	127829
ARL8B (55207)	ARL8B	55207
ARL9 (132946)	ARL9	132946
ARMC1 (55156)	ARMC1	55156
ARMC10 (83787)	ARMC10	83787
ARMC12 (221481)	ARMC12	221481
ARMC2 (84071)	ARMC2	84071
ARMC3 (219681)	ARMC3	219681
ARMC5 (79798)	ARMC5	79798
ARMC6 (93436)	ARMC6	93436
ARMC7 (79637)	ARMC7	79637
ARMC8 (25852)	ARMC8	25852
ARMC9 (80210)	ARMC9	80210
ARMCX1 (51309)	ARMCX1	51309
ARMCX2 (9823)	ARMCX2	9823
ARMCX3 (51566)	ARMCX3	51566
ARMCX4 (100131755)	ARMCX4	100131755
ARMCX5 (64860)	ARMCX5	64860
ARMCX6 (54470)	ARMCX6	54470
ARMH1 (339541)	ARMH1	339541
ARMH2 (101928603)	ARMH2	101928603
ARMH3 (79591)	ARMH3	79591
ARMH4 (145407)	ARMH4	145407
ARMS2 (387715)	ARMS2	387715
ARMT1 (79624)	ARMT1	79624
ARNT (405)	ARNT	405
ARNT2 (9915)	ARNT2	9915
ARNTL (406)	ARNTL	406
ARNTL2 (56938)	ARNTL2	56938
ARPC1A (10552)	ARPC1A	10552
ARPC1B (10095)	ARPC1B	10095
ARPC2 (10109)	ARPC2	10109
ARPC3 (10094)	ARPC3	10094
ARPC4 (10093)	ARPC4	10093
ARPC5 (10092)	ARPC5	10092
ARPC5L (81873)	ARPC5L	81873
ARPIN (348110)	ARPIN	348110
ARPP19 (10776)	ARPP19	10776
ARPP21 (10777)	ARPP21	10777
ARR3 (407)	ARR3	407
ARRB1 (408)	ARRB1	408
ARRB2 (409)	ARRB2	409
ARRDC1 (92714)	ARRDC1	92714
ARRDC2 (27106)	ARRDC2	27106
ARRDC3 (57561)	ARRDC3	57561
ARRDC4 (91947)	ARRDC4	91947
ARRDC5 (645432)	ARRDC5	645432
ARSA (410)	ARSA	410
ARSB (411)	ARSB	411
ARSD (414)	ARSD	414
ARSF (416)	ARSF	416
ARSG (22901)	ARSG	22901
ARSH (347527)	ARSH	347527
ARSI (340075)	ARSI	340075
ARSJ (79642)	ARSJ	79642
ARSK (153642)	ARSK	153642
ARSL (415)	ARSL	415
ART1 (417)	ART1	417
ART3 (419)	ART3	419
ART4 (420)	ART4	420
ART5 (116969)	ART5	116969
ARTN (9048)	ARTN	9048
ARV1 (64801)	ARV1	64801
ARVCF (421)	ARVCF	421
ARX (170302)	ARX	170302
AS3MT (57412)	AS3MT	57412
ASAH1 (427)	ASAH1	427
ASAH2 (56624)	ASAH2	56624
ASAP1 (50807)	ASAP1	50807
ASAP2 (8853)	ASAP2	8853
ASAP3 (55616)	ASAP3	55616
ASB1 (51665)	ASB1	51665
ASB10 (136371)	ASB10	136371
ASB11 (140456)	ASB11	140456
ASB12 (142689)	ASB12	142689
ASB13 (79754)	ASB13	79754
ASB14 (142686)	ASB14	142686
ASB15 (142685)	ASB15	142685
ASB16 (92591)	ASB16	92591
ASB17 (127247)	ASB17	127247
ASB18 (401036)	ASB18	401036
ASB2 (51676)	ASB2	51676
ASB3 (51130)	ASB3	51130
ASB4 (51666)	ASB4	51666
ASB5 (140458)	ASB5	140458
ASB6 (140459)	ASB6	140459
ASB7 (140460)	ASB7	140460
ASB8 (140461)	ASB8	140461
ASB9 (140462)	ASB9	140462
ASCC1 (51008)	ASCC1	51008
ASCC2 (84164)	ASCC2	84164
ASCC3 (10973)	ASCC3	10973
ASCL1 (429)	ASCL1	429
ASCL2 (430)	ASCL2	430
ASCL3 (56676)	ASCL3	56676
ASCL4 (121549)	ASCL4	121549
ASCL5 (647219)	ASCL5	647219
ASF1A (25842)	ASF1A	25842
ASF1B (55723)	ASF1B	55723
ASGR1 (432)	ASGR1	432
ASGR2 (433)	ASGR2	433
ASH1L (55870)	ASH1L	55870
ASH2L (9070)	ASH2L	9070
ASIC1 (41)	ASIC1	41
ASIC2 (40)	ASIC2	40
ASIC3 (9311)	ASIC3	9311
ASIC4 (55515)	ASIC4	55515
ASIC5 (51802)	ASIC5	51802
ASIP (434)	ASIP	434
ASL (435)	ASL	435
ASMT (438)	ASMT	438
ASMTL (8623)	ASMTL	8623
ASNS (440)	ASNS	440
ASNSD1 (54529)	ASNSD1	54529
ASPA (443)	ASPA	443
ASPDH (554235)	ASPDH	554235
ASPG (374569)	ASPG	374569
ASPH (444)	ASPH	444
ASPHD1 (253982)	ASPHD1	253982
ASPHD2 (57168)	ASPHD2	57168
ASPM (259266)	ASPM	259266
ASPRV1 (151516)	ASPRV1	151516
ASPSCR1 (79058)	ASPSCR1	79058
ASRGL1 (80150)	ASRGL1	80150
ASS1 (445)	ASS1	445
ASTE1 (28990)	ASTE1	28990
ASTL (431705)	ASTL	431705
ASTN1 (460)	ASTN1	460
ASTN2 (23245)	ASTN2	23245
ASXL1 (171023)	ASXL1	171023
ASXL3 (80816)	ASXL3	80816
ASZ1 (136991)	ASZ1	136991
ATAD1 (84896)	ATAD1	84896
ATAD2 (29028)	ATAD2	29028
ATAD2B (54454)	ATAD2B	54454
ATAD3A (55210)	ATAD3A	55210
ATAD3B (83858)	ATAD3B	83858
ATAD3C (219293)	ATAD3C	219293
ATAD5 (79915)	ATAD5	79915
ATAT1 (79969)	ATAT1	79969
ATCAY (85300)	ATCAY	85300
ATE1 (11101)	ATE1	11101
ATF1 (466)	ATF1	466
ATF2 (1386)	ATF2	1386
ATF3 (467)	ATF3	467
ATF4 (468)	ATF4	468
ATF5 (22809)	ATF5	22809
ATF6 (22926)	ATF6	22926
ATF6B (1388)	ATF6B	1388
ATF7 (11016)	ATF7	11016
ATF7IP (55729)	ATF7IP	55729
ATF7IP2 (80063)	ATF7IP2	80063
ATG10 (83734)	ATG10	83734
ATG101 (60673)	ATG101	60673
ATG12 (9140)	ATG12	9140
ATG13 (9776)	ATG13	9776
ATG14 (22863)	ATG14	22863
ATG16L1 (55054)	ATG16L1	55054
ATG16L2 (89849)	ATG16L2	89849
ATG2A (23130)	ATG2A	23130
ATG2B (55102)	ATG2B	55102
ATG3 (64422)	ATG3	64422
ATG4A (115201)	ATG4A	115201
ATG4B (23192)	ATG4B	23192
ATG4C (84938)	ATG4C	84938
ATG4D (84971)	ATG4D	84971
ATG5 (9474)	ATG5	9474
ATG7 (10533)	ATG7	10533
ATG9A (79065)	ATG9A	79065
ATIC (471)	ATIC	471
ATL1 (51062)	ATL1	51062
ATL2 (64225)	ATL2	64225
ATL3 (25923)	ATL3	25923
ATM (472)	ATM	472
ATMIN (23300)	ATMIN	23300
ATN1 (1822)	ATN1	1822
ATOH1 (474)	ATOH1	474
ATOH7 (220202)	ATOH7	220202
ATOH8 (84913)	ATOH8	84913
ATOX1 (475)	ATOX1	475
ATP10A (57194)	ATP10A	57194
ATP10B (23120)	ATP10B	23120
ATP10D (57205)	ATP10D	57205
ATP11A (23250)	ATP11A	23250
ATP11B (23200)	ATP11B	23200
ATP11C (286410)	ATP11C	286410
ATP12A (479)	ATP12A	479
ATP13A1 (57130)	ATP13A1	57130
ATP13A2 (23400)	ATP13A2	23400
ATP13A3 (79572)	ATP13A3	79572
ATP13A4 (84239)	ATP13A4	84239
ATP13A5 (344905)	ATP13A5	344905
ATP1A1 (476)	ATP1A1	476
ATP1A2 (477)	ATP1A2	477
ATP1A3 (478)	ATP1A3	478
ATP1A4 (480)	ATP1A4	480
ATP1B1 (481)	ATP1B1	481
ATP1B2 (482)	ATP1B2	482
ATP1B3 (483)	ATP1B3	483
ATP1B4 (23439)	ATP1B4	23439
ATP23 (91419)	ATP23	91419
ATP2A1 (487)	ATP2A1	487
ATP2A2 (488)	ATP2A2	488
ATP2A3 (489)	ATP2A3	489
ATP2B1 (490)	ATP2B1	490
ATP2B2 (491)	ATP2B2	491
ATP2B3 (492)	ATP2B3	492
ATP2B4 (493)	ATP2B4	493
ATP2C1 (27032)	ATP2C1	27032
ATP2C2 (9914)	ATP2C2	9914
ATP4A (495)	ATP4A	495
ATP4B (496)	ATP4B	496
ATP5F1A (498)	ATP5F1A	498
ATP5F1B (506)	ATP5F1B	506
ATP5F1C (509)	ATP5F1C	509
ATP5F1D (513)	ATP5F1D	513
ATP5IF1 (93974)	ATP5IF1	93974
ATP5MC1 (516)	ATP5MC1	516
ATP5MC2 (517)	ATP5MC2	517
ATP5MC3 (518)	ATP5MC3	518
ATP5ME (521)	ATP5ME	521
ATP5MF (9551)	ATP5MF	9551
ATP5MG (10632)	ATP5MG	10632
ATP5MGL (267020)	ATP5MGL	267020
ATP5MJ (9556)	ATP5MJ	9556
ATP5MK (84833)	ATP5MK	84833
ATP5PB (515)	ATP5PB	515
ATP5PD (10476)	ATP5PD	10476
ATP5PF (522)	ATP5PF	522
ATP5PO (539)	ATP5PO	539
ATP6AP1 (537)	ATP6AP1	537
ATP6AP1L (92270)	ATP6AP1L	92270
ATP6AP2 (10159)	ATP6AP2	10159
ATP6V0A1 (535)	ATP6V0A1	535
ATP6V0A2 (23545)	ATP6V0A2	23545
ATP6V0A4 (50617)	ATP6V0A4	50617
ATP6V0B (533)	ATP6V0B	533
ATP6V0C (527)	ATP6V0C	527
ATP6V0D1 (9114)	ATP6V0D1	9114
ATP6V0D2 (245972)	ATP6V0D2	245972
ATP6V0E1 (8992)	ATP6V0E1	8992
ATP6V0E2 (155066)	ATP6V0E2	155066
ATP6V1A (523)	ATP6V1A	523
ATP6V1B1 (525)	ATP6V1B1	525
ATP6V1B2 (526)	ATP6V1B2	526
ATP6V1C1 (528)	ATP6V1C1	528
ATP6V1C2 (245973)	ATP6V1C2	245973
ATP6V1D (51382)	ATP6V1D	51382
ATP6V1E1 (529)	ATP6V1E1	529
ATP6V1E2 (90423)	ATP6V1E2	90423
ATP6V1F (9296)	ATP6V1F	9296
ATP6V1G1 (9550)	ATP6V1G1	9550
ATP6V1G2 (534)	ATP6V1G2	534
ATP6V1G3 (127124)	ATP6V1G3	127124
ATP6V1H (51606)	ATP6V1H	51606
ATP7A (538)	ATP7A	538
ATP7B (540)	ATP7B	540
ATP8A1 (10396)	ATP8A1	10396
ATP8A2 (51761)	ATP8A2	51761
ATP8B1 (5205)	ATP8B1	5205
ATP8B2 (57198)	ATP8B2	57198
ATP8B3 (148229)	ATP8B3	148229
ATP8B4 (79895)	ATP8B4	79895
ATP9A (10079)	ATP9A	10079
ATP9B (374868)	ATP9B	374868
ATPAF1 (64756)	ATPAF1	64756
ATPAF2 (91647)	ATPAF2	91647
ATPSCKMT (134145)	ATPSCKMT	134145
ATR (545)	ATR	545
ATRAID (51374)	ATRAID	51374
ATRIP (84126)	ATRIP	84126
ATRN (8455)	ATRN	8455
ATRNL1 (26033)	ATRNL1	26033
ATRX (546)	ATRX	546
ATXN1 (6310)	ATXN1	6310
ATXN10 (25814)	ATXN10	25814
ATXN1L (342371)	ATXN1L	342371
ATXN2 (6311)	ATXN2	6311
ATXN2L (11273)	ATXN2L	11273
ATXN3 (4287)	ATXN3	4287
ATXN3L (92552)	ATXN3L	92552
ATXN7 (6314)	ATXN7	6314
ATXN7L1 (222255)	ATXN7L1	222255
ATXN7L2 (127002)	ATXN7L2	127002
ATXN7L3 (56970)	ATXN7L3	56970
ATXN7L3B (552889)	ATXN7L3B	552889
AUH (549)	AUH	549
AUNIP (79000)	AUNIP	79000
AUP1 (550)	AUP1	550
AURKA (6790)	AURKA	6790
AURKAIP1 (54998)	AURKAIP1	54998
AURKB (9212)	AURKB	9212
AURKC (6795)	AURKC	6795
AUTS2 (26053)	AUTS2	26053
AVEN (57099)	AVEN	57099
AVIL (10677)	AVIL	10677
AVL9 (23080)	AVL9	23080
AVP (551)	AVP	551
AVPI1 (60370)	AVPI1	60370
AVPR1A (552)	AVPR1A	552
AVPR1B (553)	AVPR1B	553
AVPR2 (554)	AVPR2	554
AWAT1 (158833)	AWAT1	158833
AWAT2 (158835)	AWAT2	158835
AXDND1 (126859)	AXDND1	126859
AXIN1 (8312)	AXIN1	8312
AXIN2 (8313)	AXIN2	8313
AXL (558)	AXL	558
AZGP1 (563)	AZGP1	563
AZI2 (64343)	AZI2	64343
AZIN1 (51582)	AZIN1	51582
AZIN2 (113451)	AZIN2	113451
AZU1 (566)	AZU1	566
B2M (567)	B2M	567
B3GALNT1 (8706)	B3GALNT1	8706
B3GALNT2 (148789)	B3GALNT2	148789
B3GALT1 (8708)	B3GALT1	8708
B3GALT2 (8707)	B3GALT2	8707
B3GALT4 (8705)	B3GALT4	8705
B3GALT5 (10317)	B3GALT5	10317
B3GALT6 (126792)	B3GALT6	126792
B3GAT1 (27087)	B3GAT1	27087
B3GAT2 (135152)	B3GAT2	135152
B3GAT3 (26229)	B3GAT3	26229
B3GLCT (145173)	B3GLCT	145173
B3GNT2 (10678)	B3GNT2	10678
B3GNT3 (10331)	B3GNT3	10331
B3GNT4 (79369)	B3GNT4	79369
B3GNT5 (84002)	B3GNT5	84002
B3GNT6 (192134)	B3GNT6	192134
B3GNT7 (93010)	B3GNT7	93010
B3GNT8 (374907)	B3GNT8	374907
B3GNT9 (84752)	B3GNT9	84752
B3GNTL1 (146712)	B3GNTL1	146712
B4GALNT1 (2583)	B4GALNT1	2583
B4GALNT2 (124872)	B4GALNT2	124872
B4GALNT3 (283358)	B4GALNT3	283358
B4GALNT4 (338707)	B4GALNT4	338707
B4GALT1 (2683)	B4GALT1	2683
B4GALT2 (8704)	B4GALT2	8704
B4GALT3 (8703)	B4GALT3	8703
B4GALT4 (8702)	B4GALT4	8702
B4GALT5 (9334)	B4GALT5	9334
B4GALT6 (9331)	B4GALT6	9331
B4GALT7 (11285)	B4GALT7	11285
B4GAT1 (11041)	B4GAT1	11041
B9D1 (27077)	B9D1	27077
B9D2 (80776)	B9D2	80776
BAALC (79870)	BAALC	79870
BAAT (570)	BAAT	570
BABAM1 (29086)	BABAM1	29086
BABAM2 (9577)	BABAM2	9577
BACE1 (23621)	BACE1	23621
BACE2 (25825)	BACE2	25825
BACH1 (571)	BACH1	571
BACH2 (60468)	BACH2	60468
BAD (572)	BAD	572
BAG1 (573)	BAG1	573
BAG2 (9532)	BAG2	9532
BAG3 (9531)	BAG3	9531
BAG4 (9530)	BAG4	9530
BAG5 (9529)	BAG5	9529
BAG6 (7917)	BAG6	7917
BAHD1 (22893)	BAHD1	22893
BAIAP2 (10458)	BAIAP2	10458
BAIAP2L1 (55971)	BAIAP2L1	55971
BAIAP2L2 (80115)	BAIAP2L2	80115
BAIAP3 (8938)	BAIAP3	8938
BAK1 (578)	BAK1	578
BAMBI (25805)	BAMBI	25805
BANF1 (8815)	BANF1	8815
BANF2 (140836)	BANF2	140836
BANK1 (55024)	BANK1	55024
BANP (54971)	BANP	54971
BAP1 (8314)	BAP1	8314
BARD1 (580)	BARD1	580
BARHL1 (56751)	BARHL1	56751
BARHL2 (343472)	BARHL2	343472
BARX1 (56033)	BARX1	56033
BARX2 (8538)	BARX2	8538
BASP1 (10409)	BASP1	10409
BATF (10538)	BATF	10538
BATF2 (116071)	BATF2	116071
BATF3 (55509)	BATF3	55509
BAX (581)	BAX	581
BAZ1A (11177)	BAZ1A	11177
BAZ1B (9031)	BAZ1B	9031
BAZ2A (11176)	BAZ2A	11176
BAZ2B (29994)	BAZ2B	29994
BBIP1 (92482)	BBIP1	92482
BBLN (79095)	BBLN	79095
BBOF1 (80127)	BBOF1	80127
BBOX1 (8424)	BBOX1	8424
BBS1 (582)	BBS1	582
BBS10 (79738)	BBS10	79738
BBS12 (166379)	BBS12	166379
BBS2 (583)	BBS2	583
BBS4 (585)	BBS4	585
BBS5 (129880)	BBS5	129880
BBS7 (55212)	BBS7	55212
BBS9 (27241)	BBS9	27241
BBX (56987)	BBX	56987
BCAM (4059)	BCAM	4059
BCAN (63827)	BCAN	63827
BCAP29 (55973)	BCAP29	55973
BCAP31 (10134)	BCAP31	10134
BCAR1 (9564)	BCAR1	9564
BCAR3 (8412)	BCAR3	8412
BCAS1 (8537)	BCAS1	8537
BCAS2 (10286)	BCAS2	10286
BCAS3 (54828)	BCAS3	54828
BCAS4 (55653)	BCAS4	55653
BCAT1 (586)	BCAT1	586
BCAT2 (587)	BCAT2	587
BCCIP (56647)	BCCIP	56647
BCDIN3D (144233)	BCDIN3D	144233
BCHE (590)	BCHE	590
BCKDHA (593)	BCKDHA	593
BCKDHB (594)	BCKDHB	594
BCKDK (10295)	BCKDK	10295
BCL10 (8915)	BCL10	8915
BCL11A (53335)	BCL11A	53335
BCL11B (64919)	BCL11B	64919
BCL2 (596)	BCL2	596
BCL2A1 (597)	BCL2A1	597
BCL2L1 (598)	BCL2L1	598
BCL2L10 (10017)	BCL2L10	10017
BCL2L12 (83596)	BCL2L12	83596
BCL2L13 (23786)	BCL2L13	23786
BCL2L14 (79370)	BCL2L14	79370
BCL2L15 (440603)	BCL2L15	440603
BCL2L2 (599)	BCL2L2	599
BCL3 (602)	BCL3	602
BCL6 (604)	BCL6	604
